Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I10	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45289830e+02	+0.00000000e+00
I10	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44452806e+02	+0.00000000e+00
I10	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44423848e+02	+0.00000000e+00
I10	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44869939e+02	+0.00000000e+00
I10	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44163226e+02	+0.00000000e+00
I10	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44556228e+02	+0.00000000e+00
I10	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45214677e+02	+0.00000000e+00
I10	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44507275e+02	+0.00000000e+00
I10	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44445911e+02	+0.00000000e+00
I10	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45500810e+02	+0.00000000e+00
I10	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44904413e+02	+0.00000000e+00
I10	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44297674e+02	+0.00000000e+00
I10	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45537352e+02	+0.00000000e+00
I10	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44857529e+02	+0.00000000e+00
I10	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45151935e+02	+0.00000000e+00
I10	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45096777e+02	+0.00000000e+00
I10	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45313962e+02	+0.00000000e+00
I10	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46212349e+02	+0.00000000e+00
I10	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44749281e+02	+0.00000000e+00
I10	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44983013e+02	+0.00000000e+00
I10	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45864164e+02	+0.00000000e+00
I10	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46186149e+02	+0.00000000e+00
I10	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45199509e+02	+0.00000000e+00
I10	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46823225e+02	+0.00000000e+00
I10	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45629052e+02	+0.00000000e+00
I10	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45343609e+02	+0.00000000e+00
I10	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45600784e+02	+0.00000000e+00
I10	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46400576e+02	+0.00000000e+00
I10	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45866921e+02	+0.00000000e+00
I10	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46385408e+02	+0.00000000e+00
I10	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46094449e+02	+0.00000000e+00
I10	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47121768e+02	+0.00000000e+00
I10	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45904153e+02	+0.00000000e+00
I10	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47991197e+02	+0.00000000e+00
I10	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47462369e+02	+0.00000000e+00
I10	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47241737e+02	+0.00000000e+00
I10	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47985681e+02	+0.00000000e+00
I10	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48331798e+02	+0.00000000e+00
I10	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48775131e+02	+0.00000000e+00
I10	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48703426e+02	+0.00000000e+00
I10	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48885447e+02	+0.00000000e+00
I10	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49583887e+02	+0.00000000e+00
I10	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49735571e+02	+0.00000000e+00
I10	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49668003e+02	+0.00000000e+00
I10	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49965856e+02	+0.00000000e+00
I10	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49932761e+02	+0.00000000e+00
I10	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51339982e+02	+0.00000000e+00
I10	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49294996e+02	+0.00000000e+00
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I2	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74626659e+02
I2	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74626659e+02
I2	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74626659e+02
I2	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74626659e+02
I2	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74626659e+02
I2	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74626659e+02
I2	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74626659e+02
I2	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74626659e+02
I2	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74605889e+02
I2	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74489350e+02
I2	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74300813e+02
I2	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73987315e+02
I2	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73603546e+02
I2	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73060669e+02
I2	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72163248e+02
I2	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71086186e+02
I2	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69530614e+02
I2	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68176701e+02
I2	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66890198e+02
I2	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65431025e+02
I2	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63988098e+02
I2	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62444399e+02
I2	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60770191e+02
I2	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60503946e+02
I2	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59961688e+02
I2	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59180608e+02
I2	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57362183e+02
I2	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48815121e+02	+1.53676652e+02
I2	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49159169e+02	+1.53227352e+02
I2	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48912337e+02	+1.52788283e+02
I2	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47902255e+02	+1.52491523e+02
I2	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47356879e+02	+1.52269851e+02
I2	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47016967e+02	+1.52176907e+02
I2	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46204075e+02	+1.52227215e+02
I2	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45683521e+02	+1.52433402e+02
I2	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45536663e+02	+1.52759482e+02
I2	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45231914e+02	+1.53153145e+02
I2	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44578291e+02	+1.53629265e+02
I2	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45355330e+02	+1.54092453e+02
I2	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45020245e+02	+1.54583754e+02
I2	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44267337e+02	+1.55075352e+02
I2	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45664216e+02	+1.55572276e+02
I2	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45009903e+02	+1.56049276e+02
I2	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44940266e+02	+1.56530756e+02
I2	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44967845e+02	+1.57035037e+02
I2	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45036792e+02	+1.57506006e+02
I2	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45083677e+02	+1.57991325e+02
I2	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45837274e+02	+1.58432946e+02
I2	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45953796e+02	+1.58934479e+02
I2	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45804869e+02	+1.59380923e+02
I2	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45733163e+02	+1.59857501e+02
I2	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46001369e+02	+1.60314400e+02
I2	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46093759e+02	+1.60775964e+02
I2	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46037222e+02	+1.61244551e+02
I2	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45719374e+02	+1.61690500e+02
I2	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45833827e+02	+1.62133354e+02
I2	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46700498e+02	+1.62571244e+02
I2	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46866662e+02	+1.63040791e+02
I2	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46051701e+02	+1.63494730e+02
I2	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46268886e+02	+1.63928302e+02
I2	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47551311e+02	+1.64390882e+02
I2	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46202007e+02	+1.64831083e+02
I2	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46572256e+02	+1.65293239e+02
I2	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46681193e+02	+1.65760602e+02
I2	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46609487e+02	+1.66206647e+02
I2	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46891483e+02	+1.66659863e+02
I2	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47514080e+02	+1.67113837e+02
I2	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46622587e+02	+1.67548609e+02
I2	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47521664e+02	+1.67986536e+02
I2	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46982494e+02	+1.68431415e+02
I2	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47109357e+02	+1.68879189e+02
I2	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46979736e+02	+1.69322031e+02
I2	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47721612e+02	+1.69771204e+02
I2	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46746003e+02	+1.70223818e+02
I2	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47440306e+02	+1.70660637e+02
I2	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48480036e+02	+1.71103894e+02
I2	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47807796e+02	+1.71557587e+02
I2	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47266558e+02	+1.72021991e+02
I2	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47574754e+02	+1.72462171e+02
I2	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48450388e+02	+1.72908050e+02
I2	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47817449e+02	+1.73370027e+02
I2	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47718165e+02	+1.73789216e+02
I2	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48367651e+02	+1.74254739e+02
I2	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48433151e+02	+1.74677102e+02
I2	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47773323e+02	+1.75100312e+02
I2	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47574754e+02	+1.75541580e+02
I2	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47207263e+02	+1.75962279e+02
I2	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47833307e+02	+1.76434964e+02
I2	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49499771e+02	+1.76854859e+02
I2	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48441425e+02	+1.77298814e+02
I2	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47698859e+02	+1.77718895e+02
I2	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48202177e+02	+1.78142302e+02
I2	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48819258e+02	+1.78591450e+02
I2	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48785473e+02	+1.79014972e+02
I2	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49641803e+02	+1.79442275e+02
I2	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48521404e+02	+1.79871613e+02
I2	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49171580e+02	+1.80326952e+02
I2	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49532176e+02	+1.80737492e+02
I2	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48629652e+02	+1.81164038e+02
I2	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48895790e+02	+1.81619909e+02
I2	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49198469e+02	+1.82046658e+02
I2	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49217085e+02	+1.82498680e+02
I2	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49346707e+02	+1.82934489e+02
I2	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49332228e+02	+1.83352736e+02
I2	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50143741e+02	+1.83794240e+02
I2	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49079190e+02	+1.84210331e+02
I2	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49709371e+02	+1.84650326e+02
I2	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50275431e+02	+1.85075162e+02
I2	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49424618e+02	+1.85496203e+02
I2	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.51101423e+02	+1.85930635e+02
I2	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49201917e+02	+1.86402420e+02
I2	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50129952e+02	+1.86839498e+02
I2	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50801501e+02	+1.87291913e+02
I2	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50818738e+02	+1.87750737e+02
I2	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50660848e+02	+1.88220333e+02
I2	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50982833e+02	+1.88665690e+02
I2	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.51266897e+02	+1.89126780e+02
I2	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.51180713e+02	+1.89648768e+02
I2	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.51246903e+02	+1.90192770e+02
I2	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.52114953e+02	+1.90775853e+02
I2	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.52352822e+02	+1.91364069e+02
I2	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.51934310e+02	+1.91975959e+02
I2	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.52714797e+02	+1.92558863e+02
I2	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.52978177e+02	+1.93160955e+02
I2	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.53471152e+02	+1.93771385e+02
I2	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.53752458e+02	+1.94356723e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I3	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74362558e+02
I3	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74362558e+02
I3	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74362558e+02
I3	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74362558e+02
I3	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74362558e+02
I3	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74362558e+02
I3	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74362558e+02
I3	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74362558e+02
I3	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74334085e+02
I3	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74204224e+02
I3	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73996648e+02
I3	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73659552e+02
I3	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73249833e+02
I3	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72673380e+02
I3	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71703379e+02
I3	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70587395e+02
I3	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69052365e+02
I3	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67705175e+02
I3	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66415332e+02
I3	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64937893e+02
I3	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63476558e+02
I3	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61915067e+02
I3	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60228436e+02
I3	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59960019e+02
I3	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59410795e+02
I3	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58620612e+02
I3	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56784260e+02
I3	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55771164e+02
