Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P15	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.36987850e+02	+1.65931824e+02
P15	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.38462639e+02	+1.66519389e+02
P15	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.37796605e+02	+1.67122540e+02
P15	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.38077222e+02	+1.67746584e+02
P15	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.38281996e+02	+1.68382740e+02
P15	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.39548563e+02	+1.69038679e+02
P15	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.39768506e+02	+1.69670542e+02
P15	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.39361716e+02	+1.70273256e+02
P15	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.40133239e+02	+1.70915453e+02
P15	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.40285613e+02	+1.71525574e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P16	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61108591e+02
P16	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61108591e+02
P16	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61108591e+02
P16	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61108591e+02
P16	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61108591e+02
P16	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61108591e+02
P16	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61108591e+02
P16	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61108591e+02
P16	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61092065e+02
P16	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61032931e+02
P16	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60922362e+02
P16	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60265401e+02
P16	14	28.09.2009	270.0000	+3.41421060e+02	+8.70900428e-02	+0.00000000e+00	+1.49469434e+02	+1.51621920e+02
P16	15	27.10.2009	299.0000	+3.16233586e+02	+9.53244628e-02	+0.00000000e+00	+1.47796075e+02	+1.50038363e+02
P16	16	27.11.2009	330.0000	+3.11023464e+02	+1.09325511e-01	+0.00000000e+00	+1.46996973e+02	+1.48459279e+02
P16	17	26.12.2009	359.0000	+3.21197516e+02	+1.28763612e-01	+0.00000000e+00	+1.44585186e+02	+1.46876697e+02
P16	18	26.01.2010	390.0000	+3.17474443e+02	+1.43957109e-01	+0.00000000e+00	+1.42724290e+02	+1.45342825e+02
P16	19	25.02.2010	420.0000	+3.23084070e+02	+1.66109852e-01	+0.00000000e+00	+1.41272253e+02	+1.43075056e+02
P16	20	26.03.2010	449.0000	+3.18124435e+02	+1.84025094e-01	+0.00000000e+00	+1.40016718e+02	+1.40887776e+02
P16	21	26.04.2010	480.0000	+3.19921742e+02	+2.24757604e-01	+0.00000000e+00	+1.36327332e+02	+1.37798963e+02
P16	22	25.05.2010	509.0000	+3.16877942e+02	+2.79357899e-01	+0.00000000e+00	+1.33434290e+02	+1.33715185e+02
P16	23	24.06.2010	539.0000	+3.13039333e+02	+3.32176759e-01	+0.00000000e+00	+1.30885987e+02	+1.30166286e+02
P16	24	25.07.2010	570.0000	+3.07293472e+02	+3.81067771e-01	+0.00000000e+00	+1.28077062e+02	+1.26881990e+02
P16	25	30.07.2010	575.0000	+3.15442947e+02	+4.01012798e-01	+0.00000000e+00	+1.24364233e+02	+1.26209366e+02
P16	26	09.08.2010	585.0000	+3.18041663e+02	+4.24206759e-01	+0.00000000e+00	+1.23183161e+02	+1.24831396e+02
P16	27	23.08.2010	599.0000	+3.10987447e+02	+4.41083214e-01	+0.00000000e+00	+1.22156531e+02	+1.23071947e+02
P16	28	23.09.2010	630.0000	+3.16430948e+02	+5.08521544e-01	+0.00000000e+00	+1.20425257e+02	+1.19266286e+02
P16	29	23.10.2010	660.0000	+3.19417968e+02	+5.71122269e-01	+0.00000000e+00	+1.17903843e+02	+1.15899032e+02
P16	30	21.11.2010	689.0000	+3.15592252e+02	+6.17407530e-01	+0.00000000e+00	+1.15515499e+02	+1.13113129e+02
P16	31	22.12.2010	720.0000	+3.08275739e+02	+6.56490653e-01	+0.00000000e+00	+1.12528689e+02	+1.10526455e+02
P16	32	20.01.2011	749.0000	+3.21205521e+02	+7.37678776e-01	+0.00000000e+00	+1.10780177e+02	+1.08138130e+02
P16	33	20.02.2011	780.0000	+3.06340224e+02	+8.23925531e-01	+0.00000000e+00	+1.09212309e+02	+1.06217352e+02
P16	34	22.03.2011	810.0000	+3.22512307e+02	+1.03361287e+00	+0.00000000e+00	+1.07074244e+02	+1.04333863e+02
P16	35	20.04.2011	839.0000	+3.12529966e+02	+1.13887449e+00	+0.00000000e+00	+1.05835945e+02	+1.02975503e+02
P16	36	21.05.2011	870.0000	+3.24628875e+02	+1.32907454e+00	+0.00000000e+00	+1.05362964e+02	+1.01484711e+02
P16	37	20.06.2011	900.0000	+3.24373964e+02	+1.45360637e+00	+0.00000000e+00	+1.04386666e+02	+1.00364667e+02
P16	38	20.07.2011	930.0000	+3.17670404e+02	+1.52845636e+00	+0.00000000e+00	+1.04212229e+02	+9.94920347e+01
P16	39	20.08.2011	961.0000	+3.17246435e+02	+1.62011517e+00	+0.00000000e+00	+1.02895330e+02	+9.87061235e+01
P16	40	19.09.2011	991.0000	+3.25019008e+02	+1.74348236e+00	+0.00000000e+00	+1.01107518e+02	+9.79273299e+01
P16	41	20.10.2011	1022.0000	+3.19101832e+02	+1.77924803e+00	+0.00000000e+00	+1.00749680e+02	+9.74652577e+01
P16	42	19.11.2011	1052.0000	+3.19362382e+02	+1.83510760e+00	+0.00000000e+00	+1.00639364e+02	+9.70913697e+01
P16	43	20.12.2011	1083.0000	+3.22344519e+02	+1.89941088e+00	+0.00000000e+00	+1.00379432e+02	+9.66957385e+01
P16	44	19.01.2012	1113.0000	+3.19237977e+02	+1.91499350e+00	+0.00000000e+00	+1.00560764e+02	+9.64661441e+01
P16	45	18.02.2012	1143.0000	+3.14663072e+02	+1.91069808e+00	+0.00000000e+00	+1.00910328e+02	+9.63954884e+01
P16	46	20.03.2012	1174.0000	+3.23711675e+02	+1.98551505e+00	+0.00000000e+00	+9.98478459e+01	+9.62853725e+01
P16	47	19.04.2012	1204.0000	+3.12760722e+02	+1.92571781e+00	+0.00000000e+00	+9.95237922e+01	+9.64352737e+01
P16	48	20.05.2012	1235.0000	+3.15111829e+02	+1.94371142e+00	+0.00000000e+00	+9.91321698e+01	+9.64105592e+01
P16	49	19.06.2012	1265.0000	+3.21073206e+02	+1.98140397e+00	+0.00000000e+00	+9.96692716e+01	+9.64086354e+01
P16	50	20.07.2012	1296.0000	+3.17544519e+02	+1.95485100e+00	+0.00000000e+00	+9.94638078e+01	+9.65329744e+01
P16	51	19.08.2012	1326.0000	+3.13988885e+02	+1.92344464e+00	+0.00000000e+00	+9.94162339e+01	+9.67478379e+01
P16	52	18.09.2012	1356.0000	+3.08449241e+02	+1.87582928e+00	+0.00000000e+00	+9.92149069e+01	+9.69841216e+01
P16	53	19.10.2012	1387.0000	+3.14355916e+02	+1.89667431e+00	+0.00000000e+00	+9.89908272e+01	+9.71043422e+01
P16	54	18.11.2012	1417.0000	+3.09981605e+02	+1.85237488e+00	+0.00000000e+00	+9.86274734e+01	+9.73822095e+01
P16	55	19.12.2012	1448.0000	+3.16174611e+02	+1.87149942e+00	+0.00000000e+00	+9.88384530e+01	+9.75741104e+01
P16	56	18.01.2013	1478.0000	+3.20934447e+02	+1.88325253e+00	+0.00000000e+00	+9.91838805e+01	+9.77322110e+01
P16	57	18.02.2013	1509.0000	+3.20723981e+02	+1.86475901e+00	+0.00000000e+00	+9.87901897e+01	+9.79625364e+01
P16	58	20.03.2013	1539.0000	+3.17938068e+02	+1.83160179e+00	+0.00000000e+00	+9.91432014e+01	+9.82622205e+01
P16	59	20.04.2013	1570.0000	+3.11463176e+02	+1.77636359e+00	+0.00000000e+00	+9.90687380e+01	+9.86917575e+01
P16	60	20.05.2013	1600.0000	+3.12899243e+02	+1.76970697e+00	+0.00000000e+00	+9.85337046e+01	+9.90373150e+01
P16	61	19.06.2013	1630.0000	+3.18428806e+02	+1.79083431e+00	+0.00000000e+00	+9.84757886e+01	+9.93387133e+01
P16	62	20.07.2013	1661.0000	+3.08149530e+02	+1.72398011e+00	+0.00000000e+00	+9.83399619e+01	+9.98144885e+01
P16	63	19.08.2013	1691.0000	+3.18378276e+02	+1.78253436e+00	+0.00000000e+00	+9.90253010e+01	+1.00015813e+02
P16	64	19.09.2013	1722.0000	+3.06787857e+02	+1.72779289e+00	+0.00000000e+00	+9.89729009e+01	+1.00587947e+02
P16	65	19.10.2013	1752.0000	+3.22370641e+02	+1.84943924e+00	+0.00000000e+00	+9.85226730e+01	+1.00753405e+02
P16	66	19.11.2013	1783.0000	+3.17891349e+02	+1.87673096e+00	+0.00000000e+00	+9.84640676e+01	+1.01153851e+02
P16	67	19.12.2013	1813.0000	+3.17438467e+02	+1.94960286e+00	+0.00000000e+00	+9.93272915e+01	+1.01520064e+02
P16	68	19.01.2014	1844.0000	+3.09580354e+02	+2.00558603e+00	+0.00000000e+00	+9.97851036e+01	+1.02015150e+02
P16	69	18.02.2014	1874.0000	+3.08569676e+02	+2.16561363e+00	+0.00000000e+00	+9.86929736e+01	+1.02364318e+02
P16	70	20.03.2014	1904.0000	+3.12406621e+02	+2.44199854e+00	+0.00000000e+00	+9.72871320e+01	+1.02670475e+02
P16	71	20.04.2014	1935.0000	+3.08408146e+02	+2.76916422e+00	+0.00000000e+00	+9.81731087e+01	+1.03176731e+02
P16	72	20.05.2014	1965.0000	+3.12463754e+02	+3.26731571e+00	+0.00000000e+00	+9.87364106e+01	+1.03459173e+02
P16	73	20.06.2014	1996.0000	+3.06570569e+02	+3.81969113e+00	+0.00000000e+00	+9.89915167e+01	+1.03990041e+02
P16	74	20.07.2014	2026.0000	+3.15028382e+02	+4.76831836e+00	+0.00000000e+00	+9.76739281e+01	+1.04217410e+02
P16	75	20.08.2014	2057.0000	+3.19450698e+02	+6.00958167e+00	+0.00000000e+00	+9.85309467e+01	+1.04551227e+02
P16	76	19.09.2014	2087.0000	+3.09204012e+02	+7.88332767e+00	+0.00000000e+00	+9.80986453e+01	+1.05013773e+02
P16	77	19.10.2014	2117.0000	+3.08234672e+02	+1.15683882e+01	+0.00000000e+00	+9.86371260e+01	+1.05369889e+02
P16	78	19.11.2014	2148.0000	+3.11393699e+02	+1.64086514e+01	+0.00000000e+00	+9.80490030e+01	+1.05690232e+02
P16	79	19.12.2014	2178.0000	+3.01873540e+02	+2.12669303e+01	+0.00000000e+00	+9.76849597e+01	+1.06150887e+02
P16	80	19.01.2015	2209.0000	+2.91234870e+02	+2.69527499e+01	+0.00000000e+00	+9.78904235e+01	+1.06655944e+02
P16	81	18.02.2015	2239.0000	+2.75298959e+02	+3.40689310e+01	+0.00000000e+00	+9.84364885e+01	+1.07268330e+02
P16	82	21.03.2015	2270.0000	+2.74228049e+02	+4.47720607e+01	+0.00000000e+00	+9.78669813e+01	+1.07581053e+02
P16	83	20.04.2015	2300.0000	+2.56238623e+02	+5.32755467e+01	+0.00000000e+00	+9.80600346e+01	+1.08184369e+02
P16	84	21.05.2015	2331.0000	+2.43733583e+02	+6.46580472e+01	+0.00000000e+00	+9.85723153e+01	+1.08689110e+02
P16	85	20.06.2015	2361.0000	+2.37402434e+02	+7.72506155e+01	+0.00000000e+00	+9.85233625e+01	+1.08992953e+02
P16	86	20.07.2015	2391.0000	+2.29272191e+02	+8.93415486e+01	+0.00000000e+00	+9.91294119e+01	+1.09357401e+02
P16	87	20.08.2015	2422.0000	+2.10260080e+02	+9.73858403e+01	+0.00000000e+00	+9.94658762e+01	+1.10048005e+02
P16	88	19.09.2015	2452.0000	+2.12453124e+02	+1.12833846e+02	+0.00000000e+00	+9.90473643e+01	+1.10304702e+02
P16	89	20.10.2015	2483.0000	+1.90152845e+02	+1.17381775e+02	+0.00000000e+00	+9.87143473e+01	+1.11091216e+02
P16	90	19.11.2015	2513.0000	+1.90951661e+02	+1.30939069e+02	+0.00000000e+00	+9.90149589e+01	+1.11352922e+02
P16	91	20.12.2015	2544.0000	+1.80692215e+02	+1.36859405e+02	+0.00000000e+00	+9.93176388e+01	+1.11881208e+02
P16	92	19.01.2016	2574.0000	+1.67987059e+02	+1.39967321e+02	+0.00000000e+00	+9.86550524e+01	+1.12511280e+02
P16	93	18.02.2016	2604.0000	+1.63773026e+02	+1.47725464e+02	+0.00000000e+00	+9.89260165e+01	+1.12985048e+02
P16	94	20.03.2016	2635.0000	+1.66731026e+02	+1.59465424e+02	+0.00000000e+00	+9.92362807e+01	+1.13260576e+02
P16	95	19.04.2016	2665.0000	+1.54150840e+02	+1.58700740e+02	+0.00000000e+00	+9.94093392e+01	+1.13897296e+02
P16	96	20.05.2016	2696.0000	+1.49408237e+02	+1.64491153e+02	+0.00000000e+00	+9.97754509e+01	+1.14442912e+02
P16	97	19.06.2016	2726.0000	+1.41167444e+02	+1.66300396e+02	+0.00000000e+00	+1.00901365e+02	+1.15097713e+02
P16	98	20.07.2016	2757.0000	+1.44796846e+02	+1.78475594e+02	+0.00000000e+00	+1.00566280e+02	+1.15374506e+02
P16	99	19.08.2016	2787.0000	+1.35755919e+02	+1.77310311e+02	+0.00000000e+00	+1.01196461e+02	+1.15990780e+02
P16	100	18.09.2016	2817.0000	+1.35915096e+02	+1.85819814e+02	+0.00000000e+00	+1.00611785e+02	+1.16370527e+02
P16	101	19.10.2016	2848.0000	+1.28435996e+02	+1.85851354e+02	+0.00000000e+00	+1.00811733e+02	+1.17037973e+02
P16	102	18.11.2016	2878.0000	+1.18892652e+02	+1.83730458e+02	+0.00000000e+00	+1.00864133e+02	+1.17861657e+02
P16	103	19.12.2016	2909.0000	+1.25493344e+02	+2.00539336e+02	+0.00000000e+00	+1.01271614e+02	+1.17987669e+02
P16	104	18.01.2017	2939.0000	+1.16366964e+02	+1.96013976e+02	+0.00000000e+00	+9.96789243e+01	+1.18717691e+02
P16	105	18.02.2017	2970.0000	+1.20978058e+02	+2.09832572e+02	+0.00000000e+00	+1.01342630e+02	+1.18929673e+02
P16	106	20.03.2017	3000.0000	+1.15100925e+02	+2.08262145e+02	+0.00000000e+00	+1.01504657e+02	+1.19558982e+02
P16	107	20.04.2017	3031.0000	+1.09294844e+02	+2.07755926e+02	+0.00000000e+00	+1.01541888e+02	+1.20193230e+02
P16	108	20.05.2017	3061.0000	+1.08525827e+02	+2.14555813e+02	+0.00000000e+00	+1.01427435e+02	+1.20606494e+02
P16	109	19.06.2017	3091.0000	+1.09582444e+02	+2.23528916e+02	+0.00000000e+00	+1.01243345e+02	+1.20939129e+02
P16	110	20.07.2017	3122.0000	+1.03110393e+02	+2.20166817e+02	+0.00000000e+00	+1.01663926e+02	+1.21707105e+02
P16	111	19.08.2017	3152.0000	+9.66109228e+01	+2.16854397e+02	+0.00000000e+00	+1.02614713e+02	+1.22523694e+02
P16	112	19.09.2017	3183.0000	+9.24600504e+01	+2.17927030e+02	+0.00000000e+00	+1.01901795e+02	+1.23222200e+02
P16	113	19.10.2017	3213.0000	+9.27929120e+01	+2.26750978e+02	+0.00000000e+00	+1.03055978e+02	+1.23649142e+02
P16	114	19.11.2017	3244.0000	+9.00303751e+01	+2.28721695e+02	+0.00000000e+00	+1.02142422e+02	+1.24295281e+02
P16	115	19.12.2017	3274.0000	+8.62060909e+01	+2.27966779e+02	+0.00000000e+00	+1.02969793e+02	+1.24942329e+02
P16	116	19.01.2018	3305.0000	+8.48224558e+01	+2.32570164e+02	+0.00000000e+00	+1.02634018e+02	+1.25513206e+02
P16	117	18.02.2018	3335.0000	+8.21151117e+01	+2.33267748e+02	+0.00000000e+00	+1.03513100e+02	+1.26088461e+02
P16	118	20.03.2018	3365.0000	+8.48591291e+01	+2.46794201e+02	+0.00000000e+00	+1.04134318e+02	+1.26413848e+02
P16	119	20.04.2018	3396.0000	+8.26003527e+01	+2.47590177e+02	+0.00000000e+00	+1.04121218e+02	+1.27040198e+02
P16	120	20.05.2018	3426.0000	+7.67577822e+01	+2.38736378e+02	+0.00000000e+00	+1.02905672e+02	+1.27914878e+02
P16	121	20.06.2018	3457.0000	+7.69546540e+01	+2.46368666e+02	+0.00000000e+00	+1.03975739e+02	+1.28469401e+02
P16	122	20.07.2018	3487.0000	+7.22335804e+01	+2.39549520e+02	+0.00000000e+00	+1.04603162e+02	+1.29383153e+02
P16	123	20.08.2018	3518.0000	+7.14744730e+01	+2.44003787e+02	+0.00000000e+00	+1.05092690e+02	+1.30050044e+02
P16	124	19.09.2018	3548.0000	+7.09289311e+01	+2.48435289e+02	+0.00000000e+00	+1.06311683e+02	+1.30694288e+02
P16	125	19.10.2018	3578.0000	+7.13964999e+01	+2.55547250e+02	+0.00000000e+00	+1.05478796e+02	+1.31189832e+02
P16	126	19.11.2018	3609.0000	+6.93458881e+01	+2.54677032e+02	+0.00000000e+00	+1.05934540e+02	+1.31976244e+02
P16	127	19.12.2018	3639.0000	+6.72539784e+01	+2.53151692e+02	+0.00000000e+00	+1.07052181e+02	+1.32704881e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P17	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62675966e+02
P17	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62675966e+02
P17	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62675966e+02
P17	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62675966e+02
P17	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62675966e+02
P17	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62675966e+02
P17	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62675966e+02
P17	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62675966e+02
P17	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62651910e+02
P17	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62566520e+02
P17	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62416088e+02
P17	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62060273e+02
P17	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60923730e+02
P17	15	27.10.2009	299.0000	+3.23735770e+02	+1.29740182e-01	+0.00000000e+00	+1.45885537e+02	+1.55452230e+02
P17	16	27.11.2009	330.0000	+3.17078414e+02	+1.29765842e-01	+0.00000000e+00	+1.45844169e+02	+1.53736426e+02
P17	17	26.12.2009	359.0000	+3.14801642e+02	+1.31247638e-01	+0.00000000e+00	+1.44352832e+02	+1.52240754e+02
P17	18	26.01.2010	390.0000	+3.24279243e+02	+1.37996816e-01	+0.00000000e+00	+1.42438847e+02	+1.50532162e+02
P17	19	25.02.2010	420.0000	+3.17577653e+02	+1.37736975e-01	+0.00000000e+00	+1.42105830e+02	+1.48906731e+02
P17	20	26.03.2010	449.0000	+3.21494200e+02	+1.42130324e-01	+0.00000000e+00	+1.39257605e+02	+1.47155459e+02
P17	21	26.04.2010	480.0000	+3.19365788e+02	+1.44712404e-01	+0.00000000e+00	+1.36991297e+02	+1.44198579e+02
P17	22	25.05.2010	509.0000	+3.17744573e+02	+1.47307498e-01	+0.00000000e+00	+1.33905892e+02	+1.41460725e+02
P17	23	24.06.2010	539.0000	+3.18798019e+02	+1.51211448e-01	+0.00000000e+00	+1.31874696e+02	+1.38807988e+02
P17	24	25.07.2010	570.0000	+3.16018186e+02	+1.53314486e-01	+0.00000000e+00	+1.29081628e+02	+1.36245081e+02
P17	25	30.07.2010	575.0000	+3.17158658e+02	+1.54461809e-01	+0.00000000e+00	+1.26385088e+02	+1.35765905e+02
P17	26	09.08.2010	585.0000	+3.15865401e+02	+1.55049457e-01	+0.00000000e+00	+1.25743875e+02	+1.34757133e+02
P17	27	23.08.2010	599.0000	+3.19758761e+02	+1.58779453e-01	+0.00000000e+00	+1.25297095e+02	+1.33254208e+02
P17	28	23.09.2010	630.0000	+3.20633678e+02	+1.63131943e-01	+0.00000000e+00	+1.22875655e+02	+1.30243282e+02
P17	29	23.10.2010	660.0000	+3.21914040e+02	+1.67489988e-01	+0.00000000e+00	+1.20661058e+02	+1.27618148e+02
P17	30	21.11.2010	689.0000	+3.11668684e+02	+1.65296329e-01	+0.00000000e+00	+1.19163516e+02	+1.25628711e+02
P17	31	22.12.2010	720.0000	+3.20260930e+02	+1.73359689e-01	+0.00000000e+00	+1.17212299e+02	+1.23654530e+02
P17	32	20.01.2011	749.0000	+3.18293724e+02	+1.75326086e-01	+0.00000000e+00	+1.14725359e+02	+1.22274482e+02
P17	33	20.02.2011	780.0000	+3.16596555e+02	+1.77554852e-01	+0.00000000e+00	+1.13497402e+02	+1.21034368e+02
P17	34	22.03.2011	810.0000	+3.08398635e+02	+1.75845261e-01	+0.00000000e+00	+1.13409149e+02	+1.20063589e+02
P17	35	20.04.2011	839.0000	+3.10768248e+02	+1.80102079e-01	+0.00000000e+00	+1.12090182e+02	+1.19221518e+02
P17	36	21.05.2011	870.0000	+3.21456084e+02	+1.89786134e-01	+0.00000000e+00	+1.10458882e+02	+1.18396061e+02
P17	37	20.06.2011	900.0000	+3.19927086e+02	+1.92383718e-01	+0.00000000e+00	+1.09641852e+02	+1.17855090e+02
P17	38	20.07.2011	930.0000	+3.15915766e+02	+1.93724300e-01	+0.00000000e+00	+1.09721142e+02	+1.17492536e+02
P17	39	20.08.2011	961.0000	+3.12383761e+02	+1.95929234e-01	+0.00000000e+00	+1.09119919e+02	+1.17224718e+02
P17	40	19.09.2011	991.0000	+3.14768551e+02	+2.02499197e-01	+0.00000000e+00	+1.09052351e+02	+1.16966910e+02
P17	41	20.10.2011	1022.0000	+3.17829315e+02	+2.12024820e-01	+0.00000000e+00	+1.08781386e+02	+1.16818232e+02
P17	42	19.11.2011	1052.0000	+3.19511965e+02	+2.24315264e-01	+0.00000000e+00	+1.08340122e+02	+1.16743928e+02
P17	43	20.12.2011	1083.0000	+3.22213332e+02	+2.43438045e-01	+0.00000000e+00	+1.07978147e+02	+1.16701589e+02
P17	44	19.01.2012	1113.0000	+3.18575629e+02	+2.63891015e-01	+0.00000000e+00	+1.07536193e+02	+1.16795679e+02
P17	45	18.02.2012	1143.0000	+3.25252918e+02	+3.39332178e-01	+0.00000000e+00	+1.06939107e+02	+1.16846375e+02
P17	46	20.03.2012	1174.0000	+3.09265570e+02	+5.18900010e-01	+0.00000000e+00	+1.07183870e+02	+1.17216951e+02
P17	47	19.04.2012	1204.0000	+3.06199874e+02	+7.81426123e-01	+0.00000000e+00	+1.07601004e+02	+1.17477951e+02
P17	48	20.05.2012	1235.0000	+3.18469617e+02	+1.25553254e+00	+0.00000000e+00	+1.06647458e+02	+1.17552530e+02
P17	49	19.06.2012	1265.0000	+3.12153990e+02	+1.91553011e+00	+0.00000000e+00	+1.07044596e+02	+1.17837441e+02
P17	50	20.07.2012	1296.0000	+3.09564716e+02	+4.42053440e+00	+0.00000000e+00	+1.06605400e+02	+1.18130788e+02
P17	51	19.08.2012	1326.0000	+3.04523162e+02	+7.50002828e+00	+0.00000000e+00	+1.06063472e+02	+1.18468405e+02
P17	52	18.09.2012	1356.0000	+3.04190266e+02	+1.17427342e+01	+0.00000000e+00	+1.07059765e+02	+1.18733934e+02
P17	53	19.10.2012	1387.0000	+2.96235447e+02	+1.73729726e+01	+0.00000000e+00	+1.05886277e+02	+1.19139887e+02
P17	54	18.11.2012	1417.0000	+2.98518992e+02	+2.93056177e+01	+0.00000000e+00	+1.04971342e+02	+1.19334792e+02
P17	55	19.12.2012	1448.0000	+2.75484245e+02	+4.11547153e+01	+0.00000000e+00	+1.05763550e+02	+1.19881732e+02
P17	56	18.01.2013	1478.0000	+2.73585245e+02	+5.53825751e+01	+0.00000000e+00	+1.04658320e+02	+1.20098001e+02
P17	57	18.02.2013	1509.0000	+2.57554075e+02	+6.82623651e+01	+0.00000000e+00	+1.04580409e+02	+1.20540034e+02
P17	58	20.03.2013	1539.0000	+2.32769508e+02	+7.88943420e+01	+0.00000000e+00	+1.03787512e+02	+1.21164352e+02
P17	59	20.04.2013	1570.0000	+2.13517108e+02	+9.16086623e+01	+0.00000000e+00	+1.02556797e+02	+1.21778902e+02
P17	60	20.05.2013	1600.0000	+2.05698894e+02	+1.08489876e+02	+0.00000000e+00	+1.02952556e+02	+1.22170834e+02
P17	61	19.06.2013	1630.0000	+1.97763240e+02	+1.24788930e+02	+0.00000000e+00	+1.01613594e+02	+1.22568837e+02
P17	62	20.07.2013	1661.0000	+1.75051208e+02	+1.31125552e+02	+0.00000000e+00	+1.01834916e+02	+1.23395099e+02
P17	63	19.08.2013	1691.0000	+1.79204004e+02	+1.51536666e+02	+0.00000000e+00	+1.01825952e+02	+1.23497442e+02
P17	64	19.09.2013	1722.0000	+1.66214307e+02	+1.59468573e+02	+0.00000000e+00	+1.01212319e+02	+1.24154034e+02
P17	65	19.10.2013	1752.0000	+1.57079220e+02	+1.69125180e+02	+0.00000000e+00	+1.02007974e+02	+1.24683627e+02
P17	66	19.11.2013	1783.0000	+1.46886873e+02	+1.77213957e+02	+0.00000000e+00	+1.02338923e+02	+1.25299094e+02
P17	67	19.12.2013	1813.0000	+1.35829052e+02	+1.82643178e+02	+0.00000000e+00	+1.03882659e+02	+1.25979526e+02
